V1,V2,value
"Stein, Gertrude","Clermont-Tonnerre, Elisabeth de Gramont, Duchesse de",14
"Stein, Gertrude","Coady, Robert J.",2
"Stein, Gertrude","Coates, Robert",13
"Stein, Gertrude","Coburn, Alvin Langdon",2
"Stein, Gertrude","Cocteau, Jean",9
"Stein, Gertrude","Colefax, Sibyl",2
"Stein, Gertrude","Colomb, Gaston",2
"Stein, Gertrude",Comité d'Echanges Littéraires Franco- Américain,2
"Stein, Gertrude","Comstock, Ada",2
"Stein, Gertrude",Compagnie Parisienne de Distribution d'Electricité,2
"Stein, Gertrude","Cone, Claribel",20
"Stein, Gertrude","Cone, Etta",29
"Stein, Gertrude","Cone, Maxwell",5
"Stein, Gertrude",Conference Press,2
"Stein, Gertrude","Connes, Georges",2
"Stein, Gertrude",Consolidated Press Association,2
"Stein, Gertrude",Contact Editions,2
"Stein, Gertrude","Cook, William; Cook, Jeanne",37
"Stein, Gertrude","Cooper, Page",2
"Stein, Gertrude","Cooper, Douglas",2
"Stein, Gertrude","Copland, Aaron",2
"Stein, Gertrude","Coronio, Epy",4
"Stein, Gertrude","Cornell, Katharine",11
"Stein, Gertrude","[Courtele?], Lily",2
"Stein, Gertrude","Covarrubias, Miguel",2
"Stein, Gertrude","Coventry, Roy",2
"Stein, Gertrude","Craig, Gordon",2
"Stein, Gertrude","Crane, Hart",2
"Stein, Gertrude","Crane, Josephine B.",2
"Stein, Gertrude","Craven, E.",2
"Stein, Gertrude","Crevel, Réné",7
"Stein, Gertrude","Crewes, Frances",2
"Stein, Gertrude",The Criterion,2
"Stein, Gertrude","Cross, William",2
"Stein, Gertrude","Crowninshield, Frank",17
"Stein, Gertrude","Cruttwell, Maud",8
"Stein, Gertrude","Cunard, Mary",2
"Stein, Gertrude","Czapski, Joseph",2
"Stein, Gertrude","Dali, Salvador",2
"Stein, Gertrude","Daniel, Ellen Alix Dupoy Taylor",2
"Stein, Gertrude","Daniel-Rops, Henry; Daniel-Rops, Madeleine",10
"Stein, Gertrude","D'Arcy, Ella",2
"Stein, Gertrude","Darantière, Maurice",14
"Stein, Gertrude","Darnell, Edward G. (""Knifey"")",2
"Stein, Gertrude","[Davey?], Professor",2
"Stein, Gertrude","David, Fannie Keyser",20
"Stein, Gertrude","Davidson, Jo; Davidson, Yvonne",23
"Stein, Gertrude","Davidson, John",2
"Stein, Gertrude","Davies, E. Gladstone",2
"Stein, Gertrude","Davis, Bob",3
"Stein, Gertrude","Davis, Robert [American Library in Paris]",4
"Stein, Gertrude","Davis, Stuart",2
"Stein, Gertrude","Dawson, Emily",22
"Stein, Gertrude","De la Mare, Richard",2
"Stein, Gertrude","Décôte, Etienne",13
"Stein, Gertrude","DeGruchy, Billie Ann; DeGruchy, Claire",27
"Stein, Gertrude","Delaunay, Robert; Delaunay, Sonia",2
"Stein, Gertrude","Dell, Robert",2
"Stein, Gertrude","Demuth, Charles",2
"Stein, Gertrude","Dennis, A.",2
"Stein, Gertrude","Denoël, Jean",8
"Stein, Gertrude","Derain, Alice",2
"Stein, Gertrude","Desfeuilles, P.",2
"Stein, Gertrude","Deutsch, Alice",2
"Stein, Gertrude","Dewey, John",2
"Stein, Gertrude","Dewhurst, [M.?]",2
"Stein, Gertrude","De Wolfe, Elsie",2
"Stein, Gertrude","Dew-Smith, Alice Murray",2
"Stein, Gertrude",The Dial,7
"Stein, Gertrude","Dilver, Oscar; Dilver, [Dixie?]",2
"Stein, Gertrude",[To: Mike and Sarah Stein],2
"Stein, Gertrude","Dimnit, Ernest",2
"Stein, Gertrude","Dixon, Florence",3
"Stein, Gertrude","Dodd, Mead, and Co.",2
"Stein, Gertrude","Dodge, Edwin S.",25
"Stein, Gertrude","Dodge, Janet",17
"Stein, Gertrude","Doran, George H.",2
"Stein, Gertrude","Doubleday and Co., Inc.",2
"Stein, Gertrude","Douglas, Mahala",2
"Stein, Gertrude","Draper, Benjamin",7
"Stein, Gertrude","Draper, Muriel",2
"Stein, Gertrude","Draper, Paul",2
"Stein, Gertrude","Draper, Ruth",2
"Stein, Gertrude","Drevault, Amélie",4
"Stein, Gertrude","Dreier, Katherine S.",2
"Stein, Gertrude","Druet, E.",2
"Stein, Gertrude","Drus, Paul",11
"Stein, Gertrude","Duchamp, Marcel",2
"Stein, Gertrude",Duckworth and Co.,15
"Stein, Gertrude","Dudensing, B.B.; Dudensing, Valentine",2
"Stein, Gertrude","Dudley, Caroline",2
"Stein, Gertrude","Dudley, Katharine",2
"Stein, Gertrude","Duffield, Peter",2
"Stein, Gertrude","Duncan, Clarence W.",2
"Stein, Gertrude","Duncan, Raymond; Duncan, Elizabeth",2
"Stein, Gertrude","Duncan, Winifred",2
"Stein, Gertrude","Dunham, Harry",2
"Stein, Gertrude","Dunham, Lowell",2
"Stein, Gertrude","DuPoy, Ellen Alix",2
"Stein, Gertrude","Earle, Louise S.",2
"Stein, Gertrude","Earle, Mabel",5
"Stein, Gertrude","Eberhart, Mignon G.",2
"Stein, Gertrude",Échanges,2
"Stein, Gertrude","Ede, Harold Stanley",2
"Stein, Gertrude","Edel, Leon",2
"Stein, Gertrude","Edelbloud, Lucie",2
"Stein, Gertrude","Edstrom, David",30
"Stein, Gertrude","Ehrman, Lillian May",3
"Stein, Gertrude","Einstein, Carl",2
"Stein, Gertrude","Eliot, T. S.",4
"Stein, Gertrude",Also includes: galley proofs of The Fifteenth of November,2
"Stein, Gertrude","Elton, Arthur",2
"Stein, Gertrude","Emmett, Burton",2
"Stein, Gertrude","Engel, A. Lehman",2
"Stein, Gertrude",The English Review,2
"Stein, Gertrude","Erving, Emma Lootz; Erving, Henry",32
"Stein, Gertrude","Escholier, Raymond",9
"Stein, Gertrude","Evans, Donald",2
"Stein, Gertrude","Evans, Fanny Riegel",2
"Stein, Gertrude","Evans, Montgomery",2
"Stein, Gertrude",Everybody's Magazine,6
"Stein, Gertrude","Ewing, Max",10
"Stein, Gertrude","Fabbri, Egisto",4
"Stein, Gertrude","Fabre, Margarette; Fabre, Maurice Fabre, Francis",19
"Stein, Gertrude",Farrar & Rinehart,2
"Stein, Gertrude","Favre, Louis",2
"Stein, Gertrude","Faÿ, Bernard",26
"Stein, Gertrude","Federleicht, Hortense; Federleicht, Louis",25
"Stein, Gertrude","Fellowes, Daisy",13
"Stein, Gertrude","Fénéon, Félix",2
"Stein, Gertrude","Ferdoquier, Germaine de",2
"Stein, Gertrude","Ferren, John",2
"Stein, Gertrude","Fifield, Arthur C.",2
"Stein, Gertrude",Fifth Avenue Bank of New York,2
"Stein, Gertrude","Fish, Marjorie",2
"Stein, Gertrude","Fitts, Dudley",3
"Stein, Gertrude","Fitzgerald, F. Scott (Francis Scott)",10
"Stein, Gertrude","Fitzgerald, Zelda",2
"Stein, Gertrude","Flanner, Janet",2
"Stein, Gertrude","Flato, Charles",2
"Stein, Gertrude","Flechtheim, Alfred",2
"Stein, Gertrude","Fletcher, Constance",2
"Stein, Gertrude","Floury, H.",2
"Stein, Gertrude","Foley, Martha",2
"Stein, Gertrude",Fontaine,2
"Stein, Gertrude","Fonteyn, Margot",2
"Stein, Gertrude","Foote, Mary",2
"Stein, Gertrude","Ford, Charles Henri",6
"Stein, Gertrude","Ford, Ford Madox",5
"Stein, Gertrude","Ford, Esther Ford, Julia",2
"Stein, Gertrude","Fort, Paul",2
"Stein, Gertrude",The Four Seas Company,10
"Stein, Gertrude","Fourquier, Raymond",2
"Stein, Gertrude","Foyle, Christina",2
"Stein, Gertrude",Franceschini,2
"Stein, Gertrude","Francis, Esther",2
"Stein, Gertrude","Frank, Ellen",2
"Stein, Gertrude","Frank, Waldo",2
"Stein, Gertrude","Frere, Rosamond",2
"Stein, Gertrude","Fridberg, Maurice",2
"Stein, Gertrude","Friedman, Leo Victor",13
"Stein, Gertrude","Friend, Krebs",2
"Stein, Gertrude","Fritz, Bernardine Szold",2
"Stein, Gertrude","Fry, Charles",2
"Stein, Gertrude","Fry, Roger",2
"Stein, Gertrude","Furman, Lee",2
"Stein, Gertrude","Galantière, Lewis; Galantière, Dorothy",2
"Stein, Gertrude",Galerie Pierre,2
"Stein, Gertrude","Gallatin, A. E.",2
"Stein, Gertrude","Gandolac, Mr.",2
"Stein, Gertrude","Gannett, Lewis",2
"Stein, Gertrude","Gans, Howard; Gans, Bird (Sternberger); Gans, Marion S.",51
"Stein, Gertrude","Garden, Mary",2
"Stein, Gertrude","Gassette, Grace; Gassette, Amelia",8
"Stein, Gertrude","Gaudet, E.; Gaudet, M.",13
"Stein, Gertrude","Genevrey, Frédéric; Genevrey, M. Therése",10
"Stein, Gertrude","Genin, Paul",4
"Stein, Gertrude","George, Waldemar",4
"Stein, Gertrude","Germain, André",2
"Stein, Gertrude","Gerould, Katharine Fullerton",2
"Stein, Gertrude","Gerstle, Hilda Hecht",2
"Stein, Gertrude","Gervasi, Frank",2
"Stein, Gertrude","[Geuge?], Jack E.",2
"Stein, Gertrude","Gibb, Harriet",2
"Stein, Gertrude","Gibb, Henry Phelan",23
"Stein, Gertrude",(includes clippings),2
"Stein, Gertrude","Gibb, Marjory",18
"Stein, Gertrude","Gibb, Sadie",2
"Stein, Gertrude","Gillet, Louis",2
"Stein, Gertrude","Gillette, William",2
"Stein, Gertrude","Giraud, André; Giraud, Marthe",14
"Stein, Gertrude","Gittes, Archie",9
"Stein, Gertrude",Giulio Einaudi Editore,4
"Stein, Gertrude",Also includes: preface (holograph) to Italian translation of Three Lives (Tre Esistenze) in hand of Pavese,2
"Stein, Gertrude","Glasgow, Ellen",2
"Stein, Gertrude","Glass, Douglas",4
"Stein, Gertrude","Glick, Annie",2
"Stein, Gertrude",[several fragments of letters],2
"Stein, Gertrude","Godet, Raymond",2
"Stein, Gertrude","Godet, Silvia; Godet, Robert; Godet, Mark; Godet, Moki",5
"Stein, Gertrude","Gogarty, Oliver St. John",2
"Stein, Gertrude","Gonzales, Georges",13
"Stein, Gertrude","Goodspeed, Bobsy",2
"Stein, Gertrude","Gorer, Geoffrey",5
"Stein, Gertrude",Goulston and Storrs Wings,2
"Stein, Gertrude","Gourion, Suzanne",2
"Stein, Gertrude",Grafton Press,4
"Stein, Gertrude","Graham, Joan",2
"Stein, Gertrude","Grant, Duncan",2
"Stein, Gertrude","Grant, John",2
"Stein, Gertrude","Grant-Watson, E. L.",2
"Stein, Gertrude","Grautoff, Otto",2
"Stein, Gertrude","Graves, Robert",18
"Stein, Gertrude","Gray, Eileen",2
"Stein, Gertrude","Green, Andrew",20
"Stein, Gertrude","Green, Julien",2
"Stein, Gertrude","Gregory, Alyse",2
"Stein, Gertrude","Greif, Amy Federlicht",2
"Stein, Gertrude","Griffin, Edith",2
"Stein, Gertrude","Griggs, Arthur K.",2
"Stein, Gertrude","Griggs, Emily",2
"Stein, Gertrude","Gris, George",2
"Stein, Gertrude","Gris, Josette",21
"Stein, Gertrude","Gris, Juan",14
"Stein, Gertrude","Gros, Robert R.",2
"Stein, Gertrude","Grosser, Maurice",2
"Stein, Gertrude","Grubb, G. H.",2
"Stein, Gertrude","Guevara, Alvaro",17
"Stein, Gertrude","Guevara, Meraud",10
"Stein, Gertrude","Guhlenschub, L.",2
"Stein, Gertrude","Guggenheimer, Julia; Guggenheimer, Carrie; Guggenheimer, Hetty",20
"Stein, Gertrude","Guitry, Sacha",2
"Stein, Gertrude","Gunet, Edwige; Gunet, Ph.",4
"Stein, Gertrude","Haas, Robert Bartlett",13
"Stein, Gertrude","Habasque, Alain",2
"Stein, Gertrude","Habasque, Guy",2
"Stein, Gertrude","[Haesehr?], A.",5
"Stein, Gertrude","Hale, Maryse Rutledge",2
"Stein, Gertrude","Halicka, Alice",2
"Stein, Gertrude","Hall, Radclyffe",2
"Stein, Gertrude","Hamilton, John",3
"Stein, Gertrude","Hamilton, Nancy",2
"Stein, Gertrude","Hannibal, George E.",2
"Stein, Gertrude","Hansen, Agnes; Hansen, Lilyana",11
"Stein, Gertrude","Hapgood, Hutchins; Hapgood, Neith Boyce; Hapgood, Norman",6
"Stein, Gertrude","Harcourt, Alfred",2
"Stein, Gertrude","Harcourt, Brace, and Co.",7
"Stein, Gertrude","Harcourt, Ellen",2
"Stein, Gertrude","Harden, Elmer; Harden, Emily; Harden, Ida",20
"Stein, Gertrude","Hardy, Jane",2
"Stein, Gertrude","Hardy, [Thomas]",2
"Stein, Gertrude","Hardy, Walter Badenoch; Hardy, Katharine E.",13
"Stein, Gertrude","Harmsworth, Desmond",2
"Stein, Gertrude","Harper, Allanah",3
"Stein, Gertrude",Harper and Brothers,19
"Stein, Gertrude",Harper's Bazaar,9
"Stein, Gertrude","Harris, Sibyl",22
"Stein, Gertrude","Harrison, Fanneal",2
"Stein, Gertrude","Harrison, Gilbert",6
"Stein, Gertrude","[Harrison, Lou?]",2
"Stein, Gertrude","Hartley, Marsden",23
"Stein, Gertrude","Hasselriis, Mark",2
"Stein, Gertrude","Harvey, Dorothy Dudley",7
"Stein, Gertrude","Hauke, César de",5
"Stein, Gertrude","Haweis, Stephen",27
"Stein, Gertrude","Haygood, Vardi; Haygood, William",2
"Stein, Gertrude","Haynes-Heissig, Mabel",22
"Stein, Gertrude","Heap, Jane",6
"Stein, Gertrude","Heap, Tom Heap, Fritz",2
"Stein, Gertrude","Heathcote, Dudley",2
"Stein, Gertrude","Hecht, Alice F.",2
"Stein, Gertrude","Heck, A.",2
"Stein, Gertrude",Heinemann [firm],23
"Stein, Gertrude","Hierath, Alexander; Hierath, Mary",13
"Stein, Gertrude","Helburn, Theresa",2
"Stein, Gertrude","Helpmann, Robert",2
"Stein, Gertrude","Hemingway, Ernest",4
"Stein, Gertrude","Hemingway, Hadley",2
"Stein, Gertrude","Hemingway, Pauline",2
"Stein, Gertrude","Herbert Jenkins, Ltd.",2
"Stein, Gertrude","Herring, Robert",2
"Stein, Gertrude","Heyligers, Jan",3
"Stein, Gertrude","Heyward, DuBose",2
"Stein, Gertrude","Hibbit, George W.",12
"Stein, Gertrude","Higham, David",2
"Stein, Gertrude","Hill, Willard",2
"Stein, Gertrude","Hitchcock, Henry Russell",2
"Stein, Gertrude","Hockaday, Ela",3
"Stein, Gertrude","Hofmann, Gérard",2
"Stein, Gertrude","Holly, Flora M.",2
"Stein, Gertrude","Holt, Nora",6
"Stein, Gertrude","Hone, Joseph; Hone, Vera",8
"Stein, Gertrude","Hopwood, Avery",6
"Stein, Gertrude","Horwood, Henry A.",18
"Stein, Gertrude",Hotel Algonquin,2
"Stein, Gertrude",Hotel du Luxembourg,2
"Stein, Gertrude","Houghton, Mary",2
"Stein, Gertrude","The Hound and Horn, Inc.",2
"Stein, Gertrude",The Hours Press,2
"Stein, Gertrude","Hristodoulovitch, Juliette",5
"Stein, Gertrude","Hubbell, Lindley Williams",14
"Stein, Gertrude","Huebsch, B. W.",14
"Stein, Gertrude","Hueffer, Muriel (Harris)",2
"Stein, Gertrude","Hugnet, Georges",5
"Stein, Gertrude","Hugnet, Marthe",2
"Stein, Gertrude","Hugnet, Georges (father of Georges)",2
"Stein, Gertrude","Hull, Elizabeth Shaffer",2
"Stein, Gertrude","Humbert, Marcelle",2
"Stein, Gertrude","Hunt, Cecil",2
"Stein, Gertrude","Hunt, Sidney",2
"Stein, Gertrude","Hunt, Violet (Hueffer)",2
"Stein, Gertrude","Hurd, Clement",2
"Stein, Gertrude","Hutchins, Robert M.",2
"Stein, Gertrude","Ignatius, Herbert",2
"Stein, Gertrude","Imbs, Bravig",21
"Stein, Gertrude","Imes, Nella Larsen",3
"Stein, Gertrude","Imprimerie ""Union""",2
"Stein, Gertrude","Incorporated Society of Authors, Playwrights, and Composers",2
"Stein, Gertrude","Ingersoll, R. Sturgis",2
"Stein, Gertrude",Internationale Literarische Agentur,2
"Stein, Gertrude","Jaccaci, August F.",5
"Stein, Gertrude","Jackson, Holbrook",2
"Stein, Gertrude","Jackson, Laura (Riding)",4
"Stein, Gertrude","Jacob, Max",11
"Stein, Gertrude","Jacobs, Polly; Jacobs, Frank",5
"Stein, Gertrude","Jacott, Frank",22
"Stein, Gertrude","Jacott, Nellie",22
"Stein, Gertrude","Jaffa, Adele",2
"Stein, Gertrude","James, Edward",2
"Stein, Gertrude","James, William",15
"Stein, Gertrude","Jewett, William Dunbar",7
"Stein, Gertrude","John, George",2
"Stein, Gertrude",John Lane Publishers,2
"Stein, Gertrude","Johns, Richard",2
"Stein, Gertrude","Johnson, Alvin",2
"Stein, Gertrude","Johnson, Lamont; Johnson, Toni; Johnson, Margot",2
"Stein, Gertrude","Johnston, Jean M. Browne; Johnston, Dorothy; Johnston, William Dawson",2
"Stein, Gertrude","Jolas, Eugene",5
"Stein, Gertrude","Jolas, Maria",2
"Stein, Gertrude","Jonathan Cape, Ltd.",2
"Stein, Gertrude","Jones, Llewellyn",2
"Stein, Gertrude","Jones, Richard",2
"Stein, Gertrude","[Jones, Richard?]",2
"Stein, Gertrude","Jouhandeau, Marcél",2
"Stein, Gertrude","[Juasitch?], O.",2
"Stein, Gertrude",ABT: draft of response,2
"Stein, Gertrude","Kahn, Ivan",2
"Stein, Gertrude","Kahn, Ivan",2
"Stein, Gertrude","Kahnweiler, Daniel-Henry",30
"Stein, Gertrude","Kahnweiler, Lucie",14
"Stein, Gertrude","[Karn?], Alphonse",2
"Stein, Gertrude","Kasparek-Grodecki, John",2
"Stein, Gertrude","Kaufman, Lilian",2
"Stein, Gertrude","Kaufman, Stella; Kaufman, Adolf",2
"Stein, Gertrude","Kegan Paul, Trench, Trubner and Co., Ltd.",2
"Stein, Gertrude","Kellogg, Spencer",2
"Stein, Gertrude","Kelly, Albert",2
"Stein, Gertrude","Kelsey, Laura F. B.",2
"Stein, Gertrude","Kemper, Gertrude Raffel",2
"Stein, Gertrude","Kennedy, John F. (Jack)",2
"Stein, Gertrude","Kennon, Robert F.",2
"Stein, Gertrude","Keogh, Andrew",2
"Stein, Gertrude","Kessinger, Boyd F.",2
"Stein, Gertrude","Keyser, Beatrice; Keyser, Ernest",29
"Stein, Gertrude","Keyser, Ephraim",12
"Stein, Gertrude","Keyser, Rachel",6
"Stein, Gertrude","Keyser, Solomon; Keyser, Helen",2
"Stein, Gertrude","King, Georgiana Goddard",29
"Stein, Gertrude","King, Stanley; King, Margaret Pinckney",2
"Stein, Gertrude","Kirstein, Lincoln",3
"Stein, Gertrude","Klein, John M.",2
"Stein, Gertrude","Klopfer, Donald S.",2
"Stein, Gertrude","Knoblauch, Edward",2
"Stein, Gertrude","Knoblauch, May (Mary) Bookstaver",2
"Stein, Gertrude","Knollenberg, Bernhard",2
"Stein, Gertrude","Knopf, Alfred; Knopf, Blanche; Knopf, Alfred, Jr.",16
"Stein, Gertrude","Kohn, Estelle Rumbold; Kohn, Robert",9
"Stein, Gertrude","Korzybska, Mira Edgerly; Korzybski, Alfred",23
"Stein, Gertrude","Kreymborg, Alfred",10
"Stein, Gertrude","Krakauer, Alice",2
"Stein, Gertrude","Krishna, Roop",2
"Stein, Gertrude","Kuhn, Walt",2
"Stein, Gertrude","Kuntz, Charles, Mrs.",2
"Stein, Gertrude","Lachenal, François",2
"Stein, Gertrude","Lachman, Arthur",103
"Stein, Gertrude","La Farge, Bancel",2
"Stein, Gertrude","Lager, Paulette M. A.",2
"Stein, Gertrude","La Motte, Ellen",24
"Stein, Gertrude","Lane, John; Lane, Annie",25
"Stein, Gertrude","Langlois, L. Jean-Paul",2
"Stein, Gertrude","Larbaud, Valery",2
"Stein, Gertrude","Larsson, R. Ellsworth",2
"Stein, Gertrude",Larus,2
"Stein, Gertrude","Lascaux, Elie",19
"Stein, Gertrude","[Lasteyrie], Louis de",2
"Stein, Gertrude","Lathrop, Isabel",25
"Stein, Gertrude","Laughlin, James",12
"Stein, Gertrude","Laughlin, Mr. [James?]",2
"Stein, Gertrude","Laurencin, Marie",39
"Stein, Gertrude","Lavocat, Hélène",26
"Stein, Gertrude","Lebender, Lena",2
"Stein, Gertrude","Lee, Arthur",2
"Stein, Gertrude","Lee, John C. H.",2
"Stein, Gertrude","Lee, Ulysses G., Jr.",2
"Stein, Gertrude","Leglaye, Abel",3
"Stein, Gertrude","Leigh, W. Colston",2
"Stein, Gertrude","Leiris, Michel; Leiris, Madame",2
"Stein, Gertrude","Leyris, Pierre; Leyris, Elizabeth",2
"Stein, Gertrude","Levy, Harriet",28
"Stein, Gertrude","Levy, Julius; Levy, Etta",2
"Stein, Gertrude","Lewis, Lloyd",3
"Stein, Gertrude",Librarie Stock,2
"Stein, Gertrude",Lifar,2
"Stein, Gertrude",Life,2
"Stein, Gertrude",Life and Letters To-Day,2
"Stein, Gertrude","Lin, Adet; Lin, Tsuifeng",2
"Stein, Gertrude","Lindo-Webb, James; Lindo-Webb, Lettie",2
"Stein, Gertrude","Link, Joseph, Jr.",2
"Stein, Gertrude","Lipchitz, Jacques",13
"Stein, Gertrude","Lippmann, Walter",2
"Stein, Gertrude","Littlefield, Lester",2
"Stein, Gertrude","Livengood, Ed",2
"Stein, Gertrude","Lloyd, M. Constance",2
"Stein, Gertrude","Locher, Beatrice; Locher, Robert",9
"Stein, Gertrude","Loeb, Harold",2
"Stein, Gertrude","Loeser, Charles",2
"Stein, Gertrude",The London Mercury,2
"Stein, Gertrude","Long, John F.",2
"Stein, Gertrude","Lord, James",2
"Stein, Gertrude","Lounsbery, Grace Constant",2
"Stein, Gertrude","Love, Allen",2
"Stein, Gertrude","Lovejay, Charles R.",2
"Stein, Gertrude","Lovett, Robert",2
"Stein, Gertrude","Lowenfels, Walter",2
"Stein, Gertrude","Loy, Mina",2
"Stein, Gertrude","Luce, Clare Booth",2
"Stein, Gertrude","Lucha, Margaret",2
"Stein, Gertrude","Luhan, Mabel Dodge",29
"Stein, Gertrude","Lutz, Mark",12
"Stein, Gertrude","Lye, Len",2
"Stein, Gertrude","Lynes, George Platt",20
"Stein, Gertrude","Lyon, George",2
"Stein, Gertrude","Lyon, John H. H.",2
"Stein, Gertrude","Lyons, Leonard",2
"Stein, Gertrude","McAlmon, Robert",4
"Stein, Gertrude","McBride, Henry",25
"Stein, Gertrude","McCan, Isqua",2
"Stein, Gertrude","McCausland, Elizabeth",2
"Stein, Gertrude","McClintic, Guthrie",2
"Stein, Gertrude",McClure's Magazine,2
"Stein, Gertrude","McCole, Camille",2
"Stein, Gertrude","McCormick, Harold",2
"Stein, Gertrude","McCullough, John G.",2
"Stein, Gertrude",Macauley Company,2
"Stein, Gertrude","MacIver, David; MacIver, Pat",4
"Stein, Gertrude","Mackall, Leonard",2
"Stein, Gertrude","MacLeish, Roderick",2
"Stein, Gertrude","MacMillan, Julian M.",2
"Stein, Gertrude","MacPherson, Kenneth",2
"Stein, Gertrude",Le Maire de Niedermorschwiller,2
"Stein, Gertrude","Majolier, Susan; Majolier, Grace",2
"Stein, Gertrude","Malaville, Fernande",2
"Stein, Gertrude","Mangan, John Sherry",2
"Stein, Gertrude","Manguin, Henri",3
"Stein, Gertrude","Maratier, George",18
"Stein, Gertrude","Maratier, Florence Tanner",2
"Stein, Gertrude","Marchand, André Jean",2
"Stein, Gertrude","Marchand, Lina",6
"Stein, Gertrude","Marconnier, Byrne",7
"Stein, Gertrude","Marcoussis, Louis",2
"Stein, Gertrude","Marie Harriman Gallery, Inc.",2
"Stein, Gertrude","Marin, Mme.",7
"Stein, Gertrude","Marinoff, Fania",2
"Stein, Gertrude","Maritain, Jacques",2
"Stein, Gertrude","Marie Barnabé, Soeur",7
"Stein, Gertrude","Mars, Ethel",2
"Stein, Gertrude","Marthiny, Marthe",2
"Stein, Gertrude","Mason, Alice",4
"Stein, Gertrude","Masson, André",5
"Stein, Gertrude","Masson, Jean",2
"Stein, Gertrude","Masson, Thomas",2
"Stein, Gertrude","Massot, Pierre de; Massot, Robbie de",6
"Stein, Gertrude","Mathews, Elkin",2
"Stein, Gertrude","Matisse, Henri",8
"Stein, Gertrude","Matitch, Obrad",2
"Stein, Gertrude","Matta Echaurren, Roberto Sebastían",2
"Stein, Gertrude","Maurer, Alfred H. (""Alfy"")",2
"Stein, Gertrude","Mennerat, Dr.",2
"Stein, Gertrude","Mensink, Willy, Mrs.",2
"Stein, Gertrude","Merrill, Elizabeth",2
"Stein, Gertrude","Méthol, Christine Magolier",14
"Stein, Gertrude","[Meultien?], Comte de",2
"Stein, Gertrude","Meulen, Pierre van der",4
"Stein, Gertrude","Meyer, José",2
"Stein, Gertrude","Michaud, Régis",2
"Stein, Gertrude","Michel, François",2
"Stein, Gertrude","Middleton, George",2
"Stein, Gertrude","Mielziner, Ella Friend",2
"Stein, Gertrude","Mielziner, Jo",2
"Stein, Gertrude","Miller, Henry",2
"Stein, Gertrude","Mills, Carley",9
"Stein, Gertrude","Minot, John Clair",2
"Stein, Gertrude","Miró, Joan",2
"Stein, Gertrude","Mirrlees, Helen Hope; Mirrlees, Emily Lina",2
"Stein, Gertrude","Mondadore, Alberto",2
"Stein, Gertrude","Mongan, Agnes",2
"Stein, Gertrude",(Re: Georgiana Goddard King),2
"Stein, Gertrude","Monnier, Adrienne",2
"Stein, Gertrude","Monnier, Jeanne",2
"Stein, Gertrude","Moore, Anna",8
"Stein, Gertrude","Moore, Douglas",2
"Stein, Gertrude","Moore, Marianne",2
"Stein, Gertrude","Moore, Samuel",4
"Stein, Gertrude","Morand, Lydia; Morand, Gabriel",5
"Stein, Gertrude","Morel-Stäheli, M.",2
"Stein, Gertrude","Morgan, Charles D.",5
"Stein, Gertrude","Morgan, Miriam",2
"Stein, Gertrude","Morinni, C., de, Mrs.",6
"Stein, Gertrude","Morrell, Ottoline",2
"Stein, Gertrude","Morris, George L. K.",2
"Stein, Gertrude","Morrison, Murray David",9
"Stein, Gertrude","Morrisette, Bruce",2
"Stein, Gertrude","Moses, Abram",2
"Stein, Gertrude","Moses, Harry",2
"Stein, Gertrude","Moses, Hortense; Moses, Jacob; Moses, Richard",21
"Stein, Gertrude","Mowrer, Hadley",4
"Stein, Gertrude","Mozley, Loren",2
"Stein, Gertrude","Munet, Marie Madeleine; Munet, Paul",18
"Stein, Gertrude","Munro, Hugh; Munro, Carmen; Munro, Morna; Munro, Evelyn",3
"Stein, Gertrude","Münsterberg, Hugo",2
"Stein, Gertrude","Murat, Canby",2
"Stein, Gertrude","Murdock, Kenneth B.",2
"Stein, Gertrude","Murphy, Hub",8
"Stein, Gertrude",Museum of Modern Art,2
"Stein, Gertrude","Nadelman, Elie; Nadelman, Viola",20
"Stein, Gertrude","Narna, Jan",2
"Stein, Gertrude",National Lecture Bureau,2
"Stein, Gertrude","Navarro, Philip de",2
"Stein, Gertrude","Nazelle, L.",2
"Stein, Gertrude","Neagoë, Peter",2
"Stein, Gertrude",Negro Digest,2
"Stein, Gertrude","Nevinson, Christopher Richard Wynne",2
"Stein, Gertrude",The New Republic,2
"Stein, Gertrude",New York Herald Tribune,2
"Stein, Gertrude",New York Public Library,2
"Stein, Gertrude","Nguyen, Trac",8
"Stein, Gertrude","Nickerson, Margaret",102
"Stein, Gertrude","Noailles, Vicomtesse de [Marie-Laure?]",2
"Stein, Gertrude","Norledge, Louise M.",2
"Stein, Gertrude","Norman, Dorothy",5
"Stein, Gertrude","Norton, Allen",2
"Stein, Gertrude","O'Brien, Edward J.",2
"Stein, Gertrude","O'Donnell, George Marion",2
"Stein, Gertrude","Oerley, W. A.",2
"Stein, Gertrude","Okie, William",2
"Stein, Gertrude","Oliver, Mary",2
"Stein, Gertrude","Olivier, Fernande Belvallé",27
"Stein, Gertrude","O'Neil, Raymond",2
"Stein, Gertrude","Onslow-Ford, Gordon",2
"Stein, Gertrude","Oppenheimer, Adele",34
"Stein, Gertrude","Oppenheimer, Ben Oppenheimer, Germania Oppenheimer, Inez Oppenheimer, Leo",2
"Stein, Gertrude","Oury, Gabrielle",5
"Stein, Gertrude","Pach, Walter",4
